day_of_week,season,total_workers,cutting_workers,sewing_workers,finishing_workers,absent_workers,,,overtime_hours,cutting_output,sewing_output,finishing_output,final_output,daily_target,defect_rate,rework_percentage,machine_utilization,equipment_downtime,cutting_quality,sewing_quality,finishing_quality,workflow_blocked,bottleneck_department,reallocated_workers,diversion_success,productivity_gap,target_achieved,absence_rate
6,off-peak,71,17,37,17,4,,,2.09,356,594,312,298,121,0.0126,0.0459,0.7078,0,0.9881,0.9374,0.9378,1,Finishing,0,0,177,1,0.053333333
0,off-peak,75,18,46,11,8,,,2.25,448,726,270,258,210,0.027,0.0514,0.8618,0,0.9566,0.9178,0.9333,1,Finishing,5,1,48,1,0.096385542
1,off-peak,54,9,33,12,7,,,1.78,236,608,292,222,129,0.018,0.0505,0.9264,0,0.9379,0.9493,0.9639,1,Cutting,0,0,93,1,0.114754098
2,off-peak,74,14,48,12,5,,,3.39,318,679,268,259,200,0.0274,0.0391,0.7321,0,0.9387,0.9385,0.9884,1,Finishing,2,1,59,1,0.063291139
3,off-peak,54,12,34,8,7,,,1.88,316,488,194,179,159,0.0249,0.082,0.8883,0,0.987,0.853,0.9484,1,Finishing,0,0,20,1,0.114754098
4,off-peak,56,9,38,9,6,,,2.11,216,565,211,207,130,0.0201,0.0242,0.845,0,0.9646,0.8957,0.9284,1,Finishing,5,1,77,1,0.096774194
5,off-peak,58,14,34,10,2,,,2.76,328,619,235,219,124,0.0205,0.078,0.7824,0,0.9251,0.9792,0.9783,1,Finishing,3,1,95,1,0.033333333
6,off-peak,76,17,48,11,6,,,1.75,389,751,249,224,139,0.0215,0.1113,0.8145,0,0.9638,0.975,0.9406,1,Finishing,5,1,85,1,0.073170732
0,off-peak,67,12,40,15,13,,,1.21,232,644,304,204,202,0.0288,0.0938,0.7774,0,0.9241,0.9132,0.9249,1,Cutting,0,0,2,1,0.1625
1,off-peak,56,12,35,9,4,,,2.89,274,506,189,185,150,0.0262,0.0251,0.7463,0,0.9227,0.8706,0.9172,1,Finishing,2,1,35,1,0.066666667
2,off-peak,68,14,43,11,9,,,1.59,259,615,217,196,175,0.0298,0.1066,0.7163,0,0.9255,0.9466,0.9123,1,Finishing,2,1,21,1,0.116883117
3,off-peak,54,10,31,13,8,,,2.22,211,479,247,196,161,0.0235,0.0639,0.7385,0,0.9788,0.8583,0.9261,1,Cutting,0,0,35,1,0.129032258
4,off-peak,59,14,32,13,8,,,3.2,371,543,333,322,148,0.0147,0.037,0.8807,0,0.9261,0.8528,0.9535,1,Finishing,2,1,174,1,0.119402985
5,off-peak,67,12,42,13,10,,,3,293,705,279,257,120,0.0159,0.0878,0.7523,0,0.9872,0.9093,0.9513,1,Finishing,5,1,137,1,0.12987013
6,off-peak,66,14,41,11,5,,,0,250,548,228,208,131,0.0174,0.0977,0.7506,0,0.9683,0.8514,0.9275,1,Finishing,4,1,77,1,0.070422535
0,off-peak,60,10,40,10,11,,,1.56,221,679,232,215,159,0.0241,0.0324,0.8287,0,0.931,0.9788,0.9155,1,Finishing,3,1,56,1,0.154929577
1,off-peak,72,11,45,16,11,,,0,220,785,349,204,212,0.0291,0.0467,0.8584,0,0.9613,0.9348,0.9023,1,Cutting,0,0,-8,0,0.13253012
2,off-peak,66,15,36,15,7,,,1.39,382,630,358,325,200,0.0176,0.0949,0.9392,0,0.9417,0.8929,0.9171,1,Finishing,0,0,125,1,0.095890411
3,off-peak,52,8,33,11,5,,,0,164,607,274,137,119,0.0251,0.0996,0.9048,0,0.9587,0.9637,0.989,1,Cutting,0,0,18,1,0.087719298
4,off-peak,65,11,38,16,7,,,1.3,303,658,392,260,179,0.0238,0.111,0.9258,0,0.9558,0.9677,0.9364,1,Cutting,4,1,81,1,0.097222222
5,off-peak,63,12,41,10,5,,,1.79,284,597,247,221,125,0.0172,0.1138,0.872,0,0.9243,0.8551,0.951,1,Finishing,5,1,96,1,0.073529412
6,off-peak,74,13,49,12,3,,,0.5,287,681,265,238,149,0.018,0.104,0.8139,0,0.9436,0.9212,0.9696,1,Cutting,2,1,89,1,0.038961039
0,off-peak,65,13,41,11,8,,,1.87,302,571,268,261,156,0.019,0.0286,0.8413,0,0.9586,0.9005,0.976,1,Finishing,3,1,105,1,0.109589041
1,off-peak,67,11,42,14,8,,,1.43,247,650,287,238,162,0.0214,0.0329,0.7236,0,0.957,0.8879,0.9875,1,Cutting,4,1,76,1,0.106666667
2,off-peak,72,10,49,13,6,,,2.04,231,798,257,204,209,0.0324,0.1062,0.7557,0,0.9497,0.8594,0.9191,1,Cutting,3,1,-5,0,0.076923077
3,off-peak,53,11,30,12,5,,,2.31,275,576,253,239,122,0.0163,0.0567,0.8189,0,0.9248,0.9412,0.9467,1,Cutting,3,1,117,1,0.086206897
4,off-peak,73,11,45,17,6,,,0,200,600,329,188,198,0.0281,0.0375,0.7171,0,0.9846,0.8883,0.9798,1,Cutting,0,0,-10,0,0.075949367
5,off-peak,75,16,41,18,5,,,1.89,324,545,368,293,136,0.0135,0.0865,0.7642,0,0.9215,0.8855,0.9404,1,Cutting,0,0,157,1,0.0625
6,off-peak,54,8,35,11,4,,,2.85,209,487,231,199,122,0.0179,0.0462,0.807,0,0.9823,0.8525,0.9373,1,Cutting,0,0,77,1,0.068965517
0,off-peak,55,8,35,12,8,,,0,156,436,222,151,165,0.0348,0.0235,0.7352,0,0.9286,0.9622,0.9028,1,Cutting,4,1,-14,0,0.126984127
1,off-peak,62,14,37,11,2,,,0,277,552,250,242,166,0.0187,0.032,0.8361,0,0.9227,0.9104,0.9736,1,Finishing,0,0,76,1,0.03125
2,off-peak,60,12,35,13,7,,,0.82,259,443,268,229,159,0.0215,0.1146,0.7702,0,0.9286,0.8918,0.9767,1,Cutting,5,1,70,1,0.104477612
3,off-peak,54,9,35,10,3,,,0.86,213,698,260,183,152,0.0236,0.1182,0.9354,0,0.9478,0.9064,0.9664,1,Cutting,0,0,31,1,0.052631579
4,off-peak,54,11,32,11,8,,,0.87,241,488,247,219,130,0.0165,0.0903,0.8445,0,0.9659,0.8869,0.9784,1,Cutting,0,0,89,1,0.129032258
5,off-peak,78,18,43,17,2,,,0.32,353,518,324,303,145,0.014,0.0677,0.7219,0,0.9803,0.9531,0.9284,1,Cutting,2,1,158,1,0.025
6,off-peak,71,11,44,16,5,,,0,259,741,359,230,152,0.019,0.0823,0.8828,0,0.9714,0.8637,0.9244,1,Cutting,5,1,78,1,0.065789474
0,off-peak,53,10,34,9,7,,,3.85,260,665,214,201,137,0.0245,0.0689,0.8106,0,0.9533,0.931,0.9525,1,Finishing,2,1,64,1,0.116666667
1,off-peak,73,14,47,12,4,,,4.09,376,929,280,269,215,0.029,0.0433,0.79,0,0.9534,0.9286,0.9602,1,Finishing,3,1,54,1,0.051948052
2,off-peak,51,11,29,11,7,,,0,203,345,218,195,137,0.0184,0.0399,0.7289,0,0.9712,0.8731,0.9898,1,Cutting,0,0,58,1,0.120689655
3,off-peak,53,12,33,8,5,,,4.1,344,708,201,182,147,0.0289,0.1046,0.8903,0,0.9351,0.9129,0.9407,1,Finishing,3,1,35,1,0.086206897
4,off-peak,78,17,42,19,5,,,0.91,387,634,422,347,205,0.0192,0.0966,0.8,0,0.9554,0.9338,0.9819,1,Cutting,2,1,142,1,0.060240964
5,off-peak,71,13,43,15,5,,,0,313,667,348,297,118,0.0119,0.0461,0.9255,0,0.98,0.9032,0.902,1,Cutting,3,1,179,1,0.065789474
6,off-peak,56,9,38,9,7,,,1.27,190,548,186,179,103,0.0165,0.0396,0.798,0,0.9568,0.8962,0.9537,1,Finishing,0,0,76,1,0.111111111
0,off-peak,58,9,37,12,8,,,0,155,503,234,130,173,0.0434,0.1111,0.7055,0,0.9448,0.9694,0.9897,1,Cutting,4,1,-43,0,0.121212121
1,off-peak,54,8,37,9,3,,,3.71,218,696,213,192,142,0.0244,0.1028,0.8755,0,0.949,0.9278,0.9387,1,Finishing,0,0,50,1,0.052631579
2,off-peak,52,11,32,9,5,,,2.1,250,466,220,196,127,0.0199,0.1189,0.8191,0,0.921,0.8517,0.9595,1,Finishing,5,1,69,1,0.087719298
3,off-peak,52,9,31,12,6,,,3.84,269,628,264,256,166,0.024,0.0304,0.8221,0,0.9492,0.9577,0.9419,1,Cutting,5,1,90,1,0.103448276
4,off-peak,78,11,51,16,6,,,1.73,238,734,315,216,230,0.0296,0.0721,0.7695,0,0.9327,0.8528,0.9201,1,Cutting,0,0,-14,0,0.071428571
5,off-peak,63,10,40,13,5,,,1.61,277,665,315,242,116,0.0157,0.1122,0.8594,0,0.9871,0.9052,0.9893,1,Cutting,4,1,126,1,0.073529412
6,off-peak,64,12,42,10,7,,,0,250,647,231,217,107,0.0138,0.0661,0.8651,0,0.9714,0.8594,0.9037,1,Finishing,4,1,110,1,0.098591549
0,off-peak,52,9,34,9,12,,,2.34,202,581,188,182,153,0.0258,0.0351,0.7976,0,0.9233,0.9164,0.9113,1,Finishing,0,0,29,1,0.1875
1,off-peak,64,14,40,10,5,,,2.35,376,720,265,240,158,0.0232,0.1047,0.9283,0,0.9533,0.9697,0.9301,1,Finishing,2,1,82,1,0.072463768
2,off-peak,65,12,43,10,7,,,0,254,777,263,245,190,0.0235,0.0372,0.9142,0,0.9627,0.968,0.9524,1,Finishing,3,1,55,1,0.097222222
3,off-peak,75,15,43,17,5,,,2.23,314,621,336,302,197,0.0189,0.04,0.7099,0,0.9691,0.8652,0.9114,1,Finishing,4,1,105,1,0.0625
4,off-peak,59,11,36,12,3,,,0.7,226,512,260,209,177,0.0246,0.0658,0.8086,0,0.9692,0.9362,0.9344,1,Cutting,0,0,32,1,0.048387097
5,off-peak,60,13,38,9,4,,,2.37,319,647,211,194,91,0.0155,0.089,0.825,0,0.9873,0.9096,0.9453,1,Finishing,5,1,103,1,0.0625
6,off-peak,58,13,34,11,6,,,2.42,312,562,253,223,125,0.0166,0.1186,0.8365,0,0.9462,0.879,0.9755,1,Finishing,0,0,98,1,0.09375
0,off-peak,50,9,31,10,10,,,2.35,251,551,241,215,113,0.0175,0.1116,0.9007,0,0.9458,0.9356,0.9439,1,Cutting,3,1,102,1,0.166666667
1,off-peak,80,13,48,19,3,,,0.63,292,669,406,276,230,0.0274,0.0399,0.7687,0,0.9752,0.9611,0.9829,1,Cutting,3,1,46,1,0.036144578
2,off-peak,79,18,45,16,4,,,0.47,333,611,334,314,197,0.0199,0.0625,0.7405,0,0.943,0.9565,0.9145,1,Finishing,4,1,117,1,0.048192771
3,off-peak,55,12,31,12,3,,,0.82,227,383,236,208,140,0.018,0.0809,0.7206,0,0.9463,0.8582,0.947,1,Cutting,0,0,68,1,0.051724138
4,off-peak,59,14,34,11,7,,,1.6,364,586,277,261,183,0.0234,0.0642,0.9386,0,0.9745,0.9498,0.9073,1,Finishing,3,1,78,1,0.106060606
5,off-peak,70,12,46,12,6,,,0,240,622,242,222,131,0.0169,0.0756,0.7841,0.86,0.9492,0.8664,0.9334,1,Cutting,5,1,91,1,0.078947368
6,off-peak,74,12,44,18,4,,,1.87,289,778,382,266,160,0.02,0.0609,0.7989,0,0.9288,0.9136,0.947,1,Cutting,2,1,106,1,0.051282051
0,off-peak,52,8,34,10,5,,,1.7,204,563,252,189,137,0.0211,0.0633,0.8971,0,0.9824,0.895,0.9761,1,Cutting,0,0,52,1,0.087719298
1,off-peak,64,11,42,11,8,,,1.21,240,700,248,226,151,0.0207,0.0623,0.8106,0,0.9808,0.9295,0.9018,1,Finishing,2,1,75,1,0.111111111
2,off-peak,68,12,45,11,8,,,3.38,352,914,288,259,191,0.0248,0.1098,0.8816,0,0.9863,0.8829,0.9668,1,Finishing,3,1,68,1,0.105263158
3,off-peak,70,11,43,16,8,,,0.91,222,685,337,196,200,0.0295,0.0783,0.768,0,0.9757,0.9203,0.969,1,Cutting,0,0,-4,0,0.102564103
4,off-peak,62,9,40,13,3,,,0.16,178,503,278,150,179,0.0371,0.1017,0.7722,0,0.9512,0.9195,0.9879,1,Cutting,5,1,-29,0,0.046153846
5,off-peak,62,15,35,12,8,,,3.27,361,585,241,225,139,0.0211,0.0682,0.7632,0,0.9561,0.9796,0.9724,1,Finishing,0,0,86,1,0.114285714
6,off-peak,49,11,29,9,8,,,1.66,273,575,235,214,91,0.0141,0.0993,0.8843,0,0.9428,0.9412,0.9582,1,Finishing,3,1,123,1,0.140350877
0,off-peak,57,13,34,10,9,,,1.73,314,570,243,232,138,0.0185,0.0531,0.8285,0,0.989,0.8806,0.965,1,Finishing,2,1,94,1,0.136363636
1,off-peak,57,11,34,12,9,,,0,246,515,259,240,167,0.0225,0.0241,0.8033,0,0.9739,0.9774,0.9856,1,Cutting,2,1,73,1,0.136363636
2,off-peak,61,10,42,9,7,,,0.11,213,640,210,204,162,0.0232,0.0331,0.9173,0,0.9265,0.9681,0.9246,1,Finishing,0,0,42,1,0.102941176
3,off-peak,63,15,34,14,5,,,1.55,338,562,306,278,176,0.0197,0.1016,0.7775,0,0.9851,0.8867,0.926,1,Finishing,3,1,102,1,0.073529412
4,peak,66,16,41,9,7,,,8.52,559,734,189,171,220,0.051,0.1056,0.7607,0,0.9857,0.8514,0.9005,1,Finishing,2,1,-49,0,0.095890411
5,peak,72,15,46,11,3,,,0.5,285,697,248,223,162,0.0228,0.1103,0.756,0,0.9715,0.9381,0.987,1,Finishing,4,1,61,1,0.04
6,peak,67,13,41,13,9,,,1.94,350,733,320,303,155,0.0162,0.056,0.8734,0,0.9675,0.9567,0.985,1,Cutting,5,1,148,1,0.118421053
0,peak,68,16,40,12,10,,,7,572,849,274,263,250,0.0356,0.0428,0.8994,0,0.9277,0.924,0.9246,1,Finishing,0,0,13,1,0.128205128
1,peak,65,14,41,10,11,,,0,302,666,252,234,251,0.034,0.0786,0.9033,0,0.9436,0.9753,0.902,1,Finishing,4,1,-17,0,0.144736842
2,peak,66,11,44,11,9,,,3.94,275,784,235,216,224,0.0379,0.0875,0.7326,0,0.97,0.9385,0.9894,1,Finishing,3,1,-8,0,0.12
3,peak,58,10,36,12,8,,,1.43,232,469,247,209,230,0.0353,0.0938,0.7619,0,0.9818,0.8969,0.9558,1,Cutting,3,1,-21,0,0.121212121
4,peak,59,11,34,14,5,,,3.75,322,603,309,281,205,0.0248,0.0916,0.8787,0,0.9638,0.9538,0.9062,1,Finishing,0,0,76,1,0.078125
5,peak,65,15,37,13,9,,,5.53,450,675,305,281,165,0.0223,0.0855,0.806,0,0.9644,0.9125,0.9649,1,Finishing,5,1,116,1,0.121621622
6,peak,62,11,39,12,4,,,7.9,382,764,254,226,137,0.0243,0.1124,0.8091,0,0.952,0.9564,0.9493,1,Finishing,0,0,89,1,0.060606061
0,peak,54,12,31,11,6,,,4.71,335,503,240,229,209,0.0333,0.0525,0.7839,0,0.9689,0.9116,0.9466,1,Finishing,2,1,20,1,0.1
1,peak,63,10,38,15,5,,,5.71,335,783,360,318,254,0.0266,0.0478,0.8895,0,0.968,0.8643,0.9872,1,Cutting,0,0,64,1,0.073529412
2,peak,69,17,38,14,2,,,1.55,395,666,328,310,245,0.0267,0.0598,0.8418,0,0.9478,0.9632,0.9414,1,Finishing,3,1,65,1,0.028169014
3,peak,63,13,39,11,7,,,3.42,356,556,252,242,215,0.0268,0.0436,0.8247,0,0.9758,0.858,0.98,1,Finishing,0,0,27,1,0.1
4,peak,56,8,35,13,9,,,2.32,242,587,304,230,184,0.0265,0.0399,0.9203,0,0.9379,0.8955,0.9208,1,Cutting,5,1,46,1,0.138461538
5,peak,51,11,29,11,6,,,2.79,272,417,236,216,109,0.0148,0.0875,0.7883,0.87,0.9548,0.856,0.9522,1,Finishing,0,0,107,1,0.105263158
6,peak,56,9,37,10,2,,,6.58,312,806,226,221,162,0.03,0.0245,0.8352,0,0.9868,0.9506,0.9104,1,Finishing,4,1,59,1,0.034482759
0,peak,58,12,32,14,5,,,5.3,333,625,314,281,216,0.0291,0.1143,0.7546,0,0.976,0.9153,0.9635,1,Finishing,2,1,65,1,0.079365079
1,peak,55,11,34,10,3,,,6.6,307,666,210,197,214,0.0431,0.0717,0.7098,0,0.9701,0.9188,0.9652,1,Finishing,4,1,-17,0,0.051724138
2,peak,58,12,34,12,6,,,3.23,357,766,313,289,191,0.0243,0.0844,0.923,0,0.9878,0.9733,0.9174,1,Finishing,4,1,98,1,0.09375
3,peak,75,18,40,17,7,,,8.1,683,1062,376,343,290,0.0342,0.0901,0.8563,0,0.9873,0.9584,0.9098,1,Finishing,0,0,53,1,0.085365854
4,peak,75,14,47,14,6,,,2.34,371,815,361,324,263,0.0282,0.1105,0.8714,0,0.9849,0.9519,0.9655,1,Finishing,5,1,61,1,0.074074074
5,peak,76,17,44,15,6,,,6.8,536,964,326,294,218,0.0295,0.1092,0.7763,0,0.9758,0.9084,0.9147,1,Finishing,2,1,76,1,0.073170732
6,peak,80,13,50,17,4,,,5.45,346,848,344,317,204,0.0245,0.0858,0.7248,0,0.9589,0.919,0.9062,1,Finishing,2,1,113,1,0.047619048
0,peak,67,10,41,16,10,,,7.02,293,658,322,276,240,0.0303,0.0546,0.7392,0,0.953,0.8589,0.9522,1,Cutting,0,0,36,1,0.12987013
1,peak,50,10,33,7,5,,,1.18,230,493,162,149,169,0.0336,0.0809,0.8629,0,0.9892,0.9324,0.9325,1,Finishing,0,0,-20,0,0.090909091
2,peak,62,9,40,13,4,,,7.41,288,728,246,224,226,0.0403,0.0909,0.7381,0,0.9809,0.9724,0.9439,1,Finishing,0,0,-2,0,0.060606061
3,peak,53,11,33,9,3,,,4.31,330,665,222,202,170,0.0325,0.0987,0.8648,0,0.9848,0.976,0.9212,1,Finishing,3,1,32,1,0.053571429
4,peak,70,16,42,12,5,,,0.95,394,656,286,267,266,0.0269,0.0696,0.9074,0,0.9829,0.8589,0.9272,1,Finishing,0,0,1,1,0.066666667
5,peak,72,17,38,17,8,,,6.16,589,951,424,383,206,0.0225,0.1061,0.9058,0,0.9391,0.9791,0.9285,1,Finishing,2,1,177,1,0.1
6,peak,79,19,47,13,5,,,3.63,468,736,264,254,221,0.0274,0.0406,0.7711,0,0.9243,0.8895,0.9289,1,Finishing,0,0,33,1,0.05952381
0,peak,48,8,30,10,8,,,0.97,214,555,251,206,190,0.0283,0.0333,0.9445,0,0.9765,0.8859,0.9639,1,Cutting,4,1,16,1,0.142857143
1,peak,68,12,41,15,4,,,1.64,273,597,305,255,227,0.0309,0.0619,0.7693,0,0.935,0.9689,0.9688,1,Cutting,4,1,28,1,0.055555556
2,peak,51,12,30,9,7,,,9.01,483,639,217,209,195,0.0423,0.04,0.8504,0,0.9878,0.9611,0.9185,1,Finishing,4,1,14,1,0.120689655
3,peak,61,13,35,13,4,,,0,260,459,282,228,215,0.0298,0.1166,0.8026,0,0.9253,0.9475,0.9709,1,Cutting,4,1,13,1,0.061538462
4,peak,58,13,34,11,5,,,7.71,467,724,289,270,217,0.0325,0.0718,0.8722,0,0.9298,0.8966,0.9815,1,Finishing,5,1,53,1,0.079365079
5,peak,59,13,37,9,5,,,5.42,393,724,200,185,146,0.0298,0.0807,0.7999,0,0.9735,0.9149,0.9653,1,Finishing,4,1,39,1,0.078125
6,peak,70,14,44,12,12,,,6.55,381,741,226,212,166,0.0326,0.0698,0.7048,0,0.9525,0.9672,0.9202,1,Finishing,4,1,46,1,0.146341463
0,peak,54,8,36,10,11,,,6.23,249,700,235,214,201,0.0344,0.0996,0.8017,0.73,0.952,0.8567,0.9621,1,Finishing,3,1,13,1,0.169230769
1,peak,53,8,36,9,4,,,0,160,417,178,147,193,0.0373,0.0749,0.766,0,0.9457,0.8563,0.9588,1,Cutting,2,1,-46,0,0.070175439
2,peak,56,12,36,8,3,,,2.08,291,557,192,172,181,0.0352,0.1142,0.8008,0,0.9883,0.929,0.9703,1,Finishing,2,1,-9,0,0.050847458
3,peak,57,10,34,13,2,,,6.53,371,818,338,306,203,0.0246,0.1031,0.9364,0,0.9671,0.857,0.914,1,Finishing,4,1,103,1,0.033898305
4,peak,74,14,47,13,6,,,3.6,398,784,329,316,265,0.0276,0.0432,0.9122,0,0.9215,0.8586,0.9412,1,Finishing,5,1,51,1,0.075
5,peak,62,10,43,9,2,,,0.93,160,422,155,148,160,0.0321,0.0519,0.6009,2.31,0.9774,0.8751,0.9073,1,Finishing,3,1,-12,0,0.03125
6,peak,70,11,42,17,7,,,4.14,368,847,402,340,174,0.0176,0.0699,0.9338,0,0.9503,0.8555,0.9125,1,Cutting,4,1,166,1,0.090909091
0,peak,58,12,35,11,8,,,2.22,310,667,271,244,220,0.0286,0.1103,0.8654,0,0.9833,0.8732,0.9435,1,Finishing,2,1,24,1,0.121212121
1,peak,59,10,40,9,5,,,1.06,231,716,224,219,200,0.0274,0.0258,0.8863,0,0.9283,0.8812,0.9177,1,Finishing,3,1,19,1,0.078125
2,peak,78,13,53,12,4,,,3.48,330,918,244,226,270,0.0423,0.0801,0.7602,0,0.9831,0.9255,0.9111,1,Finishing,5,1,-44,0,0.048780488
3,peak,62,12,37,13,9,,,0.91,286,616,263,241,225,0.0278,0.0861,0.7803,0,0.9878,0.9369,0.9383,1,Cutting,4,1,16,1,0.126760563
4,peak,52,8,32,12,6,,,5.75,249,486,233,213,199,0.0329,0.086,0.7253,0.94,0.958,0.8864,0.9488,1,Cutting,5,1,14,1,0.103448276
5,peak,59,9,37,13,4,,,5.77,306,773,298,281,153,0.0209,0.0597,0.8296,0,0.9508,0.9239,0.9654,1,Cutting,3,1,128,1,0.063492063
6,peak,68,13,43,12,9,,,2.28,318,707,272,261,162,0.0191,0.0474,0.8408,0.91,0.9709,0.852,0.9204,1,Finishing,3,1,99,1,0.116883117
0,peak,68,11,42,15,8,,,1.32,251,696,324,241,272,0.0322,0.0321,0.7983,0,0.9772,0.8925,0.9584,1,Cutting,0,0,-31,0,0.105263158
1,peak,62,10,39,13,8,,,7.42,377,979,309,289,231,0.0342,0.0717,0.8869,0,0.9827,0.9621,0.9139,1,Finishing,5,1,58,1,0.114285714
2,peak,64,13,36,15,9,,,3.85,404,788,395,371,240,0.0229,0.0663,0.9135,0,0.9871,0.9137,0.9505,1,Finishing,4,1,131,1,0.123287671
3,peak,50,8,34,8,7,,,6.74,257,732,160,144,197,0.0525,0.1027,0.7817,0,0.9618,0.9563,0.9428,1,Finishing,0,0,-53,0,0.122807018
4,peak,75,15,46,14,3,,,4.86,418,810,324,314,258,0.0297,0.0335,0.8085,0,0.9358,0.8954,0.9587,1,Finishing,5,1,56,1,0.038461538
5,peak,55,8,35,12,2,,,4.39,222,605,260,206,125,0.0198,0.0645,0.8157,0,0.9861,0.8916,0.9807,1,Cutting,0,0,81,1,0.035087719
6,peak,71,17,42,12,6,,,1.85,417,789,312,286,193,0.0207,0.0914,0.883,0,0.9507,0.8604,0.956,1,Finishing,3,1,93,1,0.077922078
0,peak,51,10,31,10,8,,,7.12,330,592,231,211,200,0.0359,0.0958,0.8404,0,0.9457,0.8558,0.9332,1,Finishing,5,1,11,1,0.13559322
1,peak,68,13,39,16,8,,,5.32,463,1000,437,392,228,0.0227,0.1117,0.9269,0,0.9895,0.9422,0.9835,1,Finishing,5,1,164,1,0.105263158
2,peak,54,12,33,9,3,,,7.12,396,653,224,200,188,0.0406,0.1163,0.8085,0,0.9601,0.9758,0.9884,1,Finishing,2,1,12,1,0.052631579
3,peak,66,11,43,12,7,,,4.75,300,780,270,242,247,0.0403,0.1138,0.7857,0,0.9668,0.9757,0.9351,1,Finishing,5,1,-5,0,0.095890411
4,peak,75,13,48,14,5,,,4.9,367,975,327,305,263,0.0301,0.0751,0.8094,0,0.9633,0.8614,0.9446,1,Finishing,3,1,42,1,0.0625
5,peak,76,15,50,11,8,,,0,318,899,292,275,211,0.0237,0.0631,0.9362,0,0.9256,0.9494,0.9408,1,Finishing,4,1,64,1,0.095238095
6,peak,61,13,37,11,8,,,0.38,275,576,280,259,162,0.0174,0.0654,0.8898,0,0.9456,0.8594,0.9315,1,Finishing,2,1,97,1,0.115942029
0,peak,67,14,43,10,8,,,2.13,291,609,208,202,256,0.0388,0.0319,0.7354,0,0.9517,0.8529,0.9401,1,Finishing,2,1,-54,0,0.106666667
1,peak,47,11,26,10,9,,,1.12,247,418,229,212,172,0.0219,0.0779,0.832,0,0.9481,0.8538,0.9678,1,Finishing,0,0,40,1,0.160714286
2,peak,58,10,38,10,2,,,4.55,294,683,245,236,207,0.0299,0.0423,0.8192,0,0.9811,0.8555,0.988,1,Finishing,4,1,29,1,0.033333333
3,peak,54,12,32,10,5,,,3.04,348,712,226,219,206,0.0314,0.0343,0.8942,0,0.9716,0.9659,0.9184,1,Finishing,0,0,13,1,0.084745763
4,peak,53,9,36,8,6,,,5.97,305,718,198,191,174,0.0364,0.0381,0.8736,0,0.9878,0.9518,0.9202,1,Finishing,4,1,17,1,0.101694915
5,peak,54,10,35,9,5,,,4.49,308,833,247,234,121,0.0196,0.061,0.8957,0,0.9731,0.9538,0.9858,1,Finishing,4,1,113,1,0.084745763
6,peak,56,10,35,11,4,,,8.96,355,769,229,212,161,0.0287,0.0771,0.8266,0,0.9247,0.8684,0.9278,1,Finishing,0,0,51,1,0.066666667
0,peak,65,14,36,15,12,,,0.66,288,516,311,275,244,0.0247,0.0439,0.7824,0,0.9627,0.8977,0.9606,1,Cutting,0,0,31,1,0.155844156
1,peak,65,14,39,12,4,,,1.31,275,599,276,262,247,0.0297,0.0508,0.7518,0,0.9453,0.9136,0.9863,1,Finishing,5,1,15,1,0.057971014
2,peak,78,18,48,12,4,,,1.15,405,679,266,260,265,0.0283,0.0238,0.8267,0,0.9728,0.8746,0.9852,1,Finishing,0,0,-5,0,0.048780488
3,peak,73,11,46,16,2,,,6.49,341,940,330,301,245,0.0299,0.0885,0.7786,0,0.9805,0.9256,0.9656,1,Finishing,0,0,56,1,0.026666667
4,peak,58,13,32,13,5,,,1.61,299,453,317,274,222,0.023,0.0873,0.8476,0,0.9406,0.8589,0.9359,1,Finishing,4,1,52,1,0.079365079
5,peak,56,12,32,12,4,,,2.5,246,439,258,241,159,0.0206,0.0217,0.7227,0,0.9384,0.8983,0.9767,1,Finishing,4,1,82,1,0.066666667
6,peak,82,17,48,17,2,,,4.36,454,969,341,301,197,0.0226,0.1189,0.7769,0,0.9463,0.9443,0.9433,1,Finishing,0,0,104,1,0.023809524
0,peak,63,15,35,13,8,,,3.07,341,468,256,247,241,0.031,0.0361,0.7341,0,0.9568,0.9175,0.9518,1,Finishing,0,0,6,1,0.112676056
1,peak,72,13,49,10,6,,,3.76,394,1052,259,249,276,0.0383,0.0432,0.9225,0,0.9564,0.8952,0.9228,1,Finishing,2,1,-27,0,0.076923077
2,peak,63,11,39,13,8,,,2.2,245,607,247,240,227,0.0335,0.0208,0.7111,0,0.9708,0.9667,0.957,1,Cutting,4,1,13,1,0.112676056
3,peak,56,11,34,11,8,,,3.32,285,529,236,227,202,0.0293,0.0415,0.8094,0,0.9865,0.9424,0.9384,1,Finishing,0,0,25,1,0.125
4,peak,59,10,36,13,3,,,4.26,303,695,320,279,194,0.0224,0.0813,0.9225,0,0.9526,0.8675,0.9012,1,Finishing,4,1,85,1,0.048387097
5,peak,60,11,40,9,6,,,2.08,278,709,208,188,168,0.0293,0.1059,0.8589,0,0.968,0.9108,0.905,1,Finishing,2,1,20,1,0.090909091
6,peak,48,11,30,7,7,,,5.89,292,568,139,132,127,0.0354,0.0606,0.7223,0,0.936,0.8765,0.9378,1,Finishing,2,1,5,1,0.127272727
0,peak,75,12,51,12,7,,,3.41,258,877,253,225,258,0.04,0.1197,0.7194,0,0.9241,0.9131,0.9862,1,Finishing,3,1,-33,0,0.085365854
1,peak,47,9,30,8,8,,,0.45,166,468,152,140,177,0.0372,0.0794,0.7525,0,0.9407,0.9602,0.9342,1,Finishing,0,0,-37,0,0.145454545
